generation,frames,mean_ea_fitness,best_ea_fitness,mean_learner_fitness,best_learner_fitness,eval_return,buffer_size,learner_0_tree_fitness,learner_1_tree_fitness,learner_2_tree_fitness,learner_3_tree_fitness,learner_4_tree_fitness,learner_5_tree_fitness,learner_6_tree_fitness,learner_7_tree_fitness,learner_8_tree_fitness,learner_9_tree_fitness,learner_10_tree_fitness,learner_11_tree_fitness,learner_12_tree_fitness,learner_13_tree_fitness,learner_14_tree_fitness,learner_15_tree_fitness,learner_16_tree_fitness,learner_17_tree_fitness,learner_18_tree_fitness,learner_19_tree_fitness,learner_20_tree_fitness,learner_21_tree_fitness,learner_22_tree_fitness,learner_23_tree_fitness,learner_24_tree_fitness
132,52800000,-298.83,1371.14,549.89,4018.92,4034.91,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (4018.9)","subtract(next_obs_3, div_by_10(sin(obs_3))) (3404.5)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3767.2)","subtract(next_obs_3, div_by_10(sin(obs_5))) (3329.2)","subtract(protected_div(square(next_obs_16), cos(action_4)), div_by_10(next_obs_3)) (-673.7)","subtract(gate(action_3, 0.898, obs_6), div_by_10(next_obs_8)) (-469.1)","subtract(next_obs_3, max(tan(next_obs_10), pass_smaller(obs_4, action_3))) (-484.7)","subtract(next_obs_3, div_by_10(sin(next_obs_1))) (-152.5)","gate(gate(cos(obs_8), pass_greater(obs_6, obs_7), equal_to(action_1, obs_11)), cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_0))) (-361.8)","min(add(gate(obs_2, action_3, obs_16), is_negative(next_obs_12)), square(obs_13)) (195.8)","subtract(next_obs_3, pass_smaller(next_obs_7, protected_div(next_obs_13, obs_13))) (172.9)","subtract(obs_15, div_by_10(max(obs_0, obs_0))) (-405.1)","gate(next_obs_8, cos(next_obs_8), gate(next_obs_15, next_obs_8, gate(next_obs_14, obs_2, -0.479))) (103.7)","subtract(next_obs_3, tan(obs_15)) (2079.3)","gate(next_obs_8, min(action_0, cos(obs_2)), gate(sin(obs_3), next_obs_8, div_by_100(action_5))) (582.2)","gate(square(obs_14), cos(obs_15), next_obs_0) (-1028.8)","gate(tan(cos(next_obs_15)), sin(obs_5), gate(next_obs_15, next_obs_8, div_by_100(action_4))) (-533.3)","gate(next_obs_8, cos(action_2), tan(next_obs_0)) (105.5)","subtract(next_obs_3, is_negative(multiply(next_obs_3, obs_8))) (-343.4)","gate(next_obs_3, cos(obs_16), gate(add(obs_11, obs_1), next_obs_8, div_by_100(next_obs_16))) (-493.7)","min(obs_5, tan(gate(next_obs_13, obs_13, next_obs_1))) (-34.1)","max(equal_to(min(obs_13, obs_2), div_by_100(obs_14)), max(square(obs_4), div_by_100(obs_16))) (67.4)",div_by_10(tan(next_obs_6)) (1238.6),"pass_greater(sin(sin(next_obs_3)), sin(next_obs_0)) (-382.6)","max(equal_to(subtract(next_obs_1, obs_15), min(next_obs_1, obs_15)), action_0) (45.0)"
133,53200000,-413.08,1372.83,700.61,4137.14,4034.91,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (3589.4)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (4137.1)","subtract(next_obs_3, div_by_10(sin(obs_3))) (3543.7)","subtract(next_obs_3, div_by_10(sin(obs_5))) (3190.1)","subtract(next_obs_3, div_by_10(sin(next_obs_10))) (999.2)","gate(next_obs_8, cos(obs_16), gate(obs_2, sin(obs_13), obs_16)) (1977.3)","gate(next_obs_8, cos(obs_16), subtract(next_obs_0, next_obs_2)) (409.4)","subtract(next_obs_3, div_by_10(equal_to(next_obs_16, obs_0))) (627.1)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, min(obs_8, next_obs_7), div_by_100(action_0))) (-414.1)","subtract(next_obs_3, tan(subtract(next_obs_7, next_obs_9))) (-96.8)","subtract(next_obs_3, div_by_10(sin(action_3))) (1006.6)","subtract(tan(next_obs_4), div_by_10(sin(obs_13))) (-275.2)","gate(div_by_100(next_obs_5), cos(obs_15), next_obs_0) (-168.6)","gate(protected_div(next_obs_2, multiply(obs_1, obs_4)), cos(obs_16), tan(obs_15)) (111.0)","gate(tan(tan(next_obs_13)), cos(obs_15), sin(obs_3)) (-155.1)","div_by_10(pass_greater(div_by_10(obs_16), min(obs_3, next_obs_1))) (2191.2)","gate(next_obs_8, tan(max(next_obs_5, obs_0)), next_obs_0) (973.6)","gate(next_obs_8, cos(obs_16), gate(equal_to(obs_16, next_obs_13), cos(obs_16), square(action_2))) (-570.9)","add(next_obs_6, obs_10) (-164.2)","gate(next_obs_8, cos(next_obs_8), multiply(next_obs_10, gate(action_3, next_obs_4, obs_10))) (21.9)","pass_greater(protected_div(cos(next_obs_6), pass_smaller(obs_5, next_obs_13)), max(obs_5, pass_smaller(obs_10, next_obs_0))) (-594.4)",div_by_10(next_obs_13) (-1804.8),"pass_smaller(obs_6, next_obs_0) (-170.0)","pass_greater(div_by_100(protected_div(next_obs_4, next_obs_0)), tan(max(next_obs_11, obs_14))) (-539.8)","pass_smaller(next_obs_9, protected_div(div_by_100(next_obs_8), gate(obs_5, next_obs_6, action_2))) (-308.2)"
134,53600000,-307.50,1368.07,490.25,3812.11,4034.91,1000000,"gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3477.6)","gate(next_obs_8, cos(obs_15), next_obs_0) (3359.9)","subtract(next_obs_3, div_by_10(sin(obs_3))) (3812.1)","subtract(next_obs_3, div_by_10(sin(obs_5))) (3730.7)",square(cos(obs_12)) (36.7),"subtract(next_obs_3, pass_smaller(square(0.269), obs_14)) (317.0)","gate(next_obs_8, next_obs_0, gate(tan(obs_10), next_obs_8, div_by_100(next_obs_0))) (299.4)","pass_smaller(cos(square(next_obs_8)), action_2) (98.4)",tan(tan(next_obs_10)) (-532.6),"subtract(next_obs_3, cos(min(obs_15, next_obs_12))) (1967.1)","gate(gate(next_obs_8, min(obs_8, next_obs_11), div_by_100(action_5)), action_3, div_by_10(next_obs_2)) (-156.8)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, gate(next_obs_3, obs_10, next_obs_2))) (-738.3)","min(pass_smaller(max(action_3, next_obs_15), div_by_10(obs_13)), subtract(sin(obs_6), obs_1)) (115.1)","gate(add(max(obs_8, next_obs_14), action_1), cos(obs_16), sin(obs_5)) (33.6)",div_by_10(action_1) (26.8),"subtract(next_obs_3, div_by_10(sin(obs_0))) (-250.1)","subtract(tan(min(obs_2, obs_6)), div_by_10(sin(obs_10))) (-568.3)","gate(next_obs_8, obs_6, gate(next_obs_15, next_obs_8, subtract(next_obs_0, next_obs_13))) (132.3)","gate(multiply(multiply(next_obs_10, next_obs_16), cos(next_obs_7)), cos(obs_15), next_obs_0) (365.7)","subtract(protected_div(div_by_100(action_2), action_1), div_by_10(sin(next_obs_14))) (-105.2)","subtract(subtract(square(obs_9), next_obs_11), next_obs_1) (-53.7)","tan(multiply(div_by_10(obs_12), obs_9)) (-1989.5)","multiply(obs_5, obs_1) (-496.4)","div_by_100(multiply(is_negative(next_obs_7), min(action_3, obs_0))) (-551.4)",div_by_10(next_obs_16) (-73.6)
135,54000000,-410.01,1364.27,698.41,4161.37,4144.03,1000000,"subtract(next_obs_3, div_by_10(sin(obs_3))) (3413.8)","subtract(next_obs_3, div_by_10(sin(obs_5))) (-379.7)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3574.8)","gate(next_obs_8, cos(obs_15), next_obs_0) (4161.4)",div_by_10(sin(obs_13)) (2755.9),"subtract(subtract(action_4, pass_greater(obs_12, obs_6)), action_5) (-394.7)","subtract(next_obs_3, tan(pass_greater(next_obs_4, next_obs_3))) (554.6)","subtract(next_obs_8, div_by_10(add(obs_9, next_obs_5))) (2774.5)","div_by_10(multiply(sin(next_obs_1), max(next_obs_9, action_1))) (534.8)","subtract(div_by_10(obs_7), div_by_10(sin(next_obs_6))) (-322.3)","gate(next_obs_8, cos(tan(obs_6)), gate(next_obs_15, next_obs_8, div_by_100(obs_9))) (1569.4)","subtract(protected_div(square(action_3), max(next_obs_0, obs_16)), sin(obs_5)) (-598.9)","subtract(next_obs_15, div_by_10(max(obs_12, obs_12))) (-336.2)","div_by_100(gate(obs_0, tan(obs_16), min(next_obs_15, obs_15))) (264.3)","gate(gate(next_obs_15, sin(next_obs_13), subtract(obs_13, obs_2)), cos(obs_15), next_obs_0) (-1426.1)","subtract(protected_div(gate(action_2, next_obs_12, next_obs_4), square(next_obs_2)), div_by_10(sin(next_obs_14))) (-1806.2)","subtract(pass_smaller(tan(next_obs_6), pass_greater(action_5, next_obs_7)), next_obs_3) (2941.0)","subtract(next_obs_3, div_by_100(add(obs_9, next_obs_0))) (1766.6)","subtract(next_obs_3, div_by_10(gate(obs_16, next_obs_6, next_obs_9))) (-550.8)","subtract(div_by_100(action_5), div_by_10(square(next_obs_9))) (-476.1)","cos(cos(min(next_obs_12, next_obs_14))) (519.8)","max(tan(max(action_5, action_3)), obs_14) (-583.5)",square(next_obs_11) (-1341.1),div_by_10(obs_6) (1187.7),"max(cos(subtract(obs_7, obs_16)), add(pass_smaller(obs_5, action_3), max(next_obs_13, obs_9))) (-343.0)"
136,54400000,-350.37,1358.28,392.61,3723.05,4144.03,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (3723.1)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3661.8)","subtract(next_obs_3, div_by_10(sin(obs_3))) (-730.8)","subtract(pass_smaller(tan(next_obs_6), pass_greater(action_5, next_obs_7)), next_obs_3) (881.4)","subtract(div_by_10(pass_smaller(obs_8, obs_4)), next_obs_3) (374.3)","subtract(pass_smaller(tan(obs_15), pass_greater(next_obs_16, next_obs_10)), next_obs_3) (1029.1)","gate(div_by_100(gate(obs_11, next_obs_15, next_obs_15)), cos(obs_16), gate(next_obs_15, next_obs_8, obs_5)) (1091.7)","gate(next_obs_8, cos(protected_div(next_obs_13, obs_5)), min(next_obs_12, next_obs_14)) (2864.9)","add(subtract(protected_div(next_obs_9, obs_6), multiply(obs_6, next_obs_3)), next_obs_1) (-303.3)","subtract(tan(obs_6), pass_greater(next_obs_6, max(obs_12, obs_7))) (-407.4)","subtract(min(pass_smaller(next_obs_7, next_obs_12), div_by_10(obs_0)), div_by_10(sin(action_1))) (-492.7)","gate(next_obs_8, subtract(cos(obs_11), obs_14), next_obs_15) (-418.1)","gate(add(obs_9, next_obs_0), cos(protected_div(next_obs_16, action_2)), next_obs_0) (237.2)","gate(next_obs_8, div_by_100(min(obs_5, obs_4)), gate(next_obs_15, next_obs_8, div_by_100(obs_15))) (469.8)","gate(next_obs_8, div_by_100(action_5), min(square(action_5), obs_13)) (1344.3)","subtract(next_obs_3, div_by_10(sin(action_2))) (-315.9)","gate(next_obs_8, cos(obs_16), pass_smaller(action_1, div_by_100(obs_3))) (782.6)","gate(obs_6, cos(obs_16), gate(next_obs_15, next_obs_8, max(action_5, obs_4))) (-392.9)","max(next_obs_1, gate(protected_div(next_obs_13, obs_8), obs_14, min(obs_5, obs_4))) (-304.4)","gate(next_obs_8, cos(obs_15), protected_div(min(obs_0, obs_0), obs_0)) (-221.1)","gate(gate(div_by_10(next_obs_9), obs_6, div_by_100(next_obs_11)), obs_11, sin(is_negative(action_3))) (-485.7)","pass_smaller(next_obs_0, tan(action_1)) (-969.6)","multiply(div_by_10(next_obs_12), multiply(subtract(obs_15, next_obs_11), div_by_100(obs_15))) (281.0)","multiply(obs_10, sin(pass_smaller(next_obs_12, next_obs_3))) (-336.0)","equal_to(action_0, tan(cos(action_2))) (-1547.9)"
137,54800000,-194.32,1370.99,502.73,3786.11,4144.03,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (3786.1)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3543.1)","gate(next_obs_8, cos(protected_div(next_obs_13, obs_5)), min(next_obs_12, next_obs_14)) (3436.9)","gate(next_obs_8, div_by_100(action_5), min(square(action_5), obs_13)) (593.1)","gate(div_by_10(obs_3), div_by_100(action_5), min(square(obs_14), obs_15)) (68.3)","gate(next_obs_8, min(obs_2, square(obs_1)), next_obs_0) (645.4)","gate(next_obs_8, max(subtract(obs_9, obs_9), equal_to(next_obs_7, action_4)), min(div_by_10(next_obs_10), next_obs_14)) (2322.0)","gate(next_obs_8, cos(obs_16), gate(gate(next_obs_5, obs_4, next_obs_10), next_obs_8, div_by_100(next_obs_14))) (-429.7)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(next_obs_13))) (-526.0)","gate(next_obs_7, div_by_100(action_5), min(square(obs_16), obs_13)) (301.3)","gate(next_obs_8, cos(min(next_obs_6, next_obs_8)), gate(next_obs_15, multiply(action_2, obs_7), div_by_100(next_obs_4))) (-94.6)","gate(min(next_obs_12, next_obs_14), cos(obs_16), gate(next_obs_15, multiply(next_obs_7, obs_5), div_by_100(obs_1))) (-389.5)","gate(next_obs_8, cos(multiply(action_1, next_obs_6)), next_obs_0) (-195.6)","gate(pass_greater(cos(0.249), gate(obs_13, action_0, next_obs_12)), cos(protected_div(obs_13, obs_1)), min(next_obs_12, next_obs_14)) (-687.7)","gate(next_obs_8, obs_16, tan(equal_to(obs_1, action_1))) (-305.1)","gate(obs_5, sin(protected_div(obs_5, obs_12)), gate(next_obs_15, next_obs_8, div_by_100(obs_15))) (-180.2)","gate(min(sin(obs_15), min(next_obs_8, obs_12)), cos(protected_div(obs_9, next_obs_5)), obs_15) (-565.2)","gate(next_obs_8, div_by_100(pass_smaller(obs_15, next_obs_14)), min(square(obs_8), next_obs_8)) (247.8)","gate(obs_7, tan(pass_greater(action_1, obs_13)), multiply(action_3, action_2)) (-307.7)","gate(next_obs_8, div_by_100(pass_smaller(obs_5, 0.290)), min(gate(action_1, next_obs_10, obs_1), obs_13)) (-251.1)","pass_greater(next_obs_15, action_2) (-529.4)","is_negative(gate(max(next_obs_0, obs_15), next_obs_3, gate(next_obs_9, obs_11, action_0))) (-413.6)","equal_to(tan(add(next_obs_6, action_0)), div_by_100(is_negative(next_obs_15))) (3290.4)","subtract(div_by_10(pass_greater(next_obs_0, next_obs_1)), protected_div(obs_12, gate(0.443, next_obs_0, next_obs_15))) (-504.8)","protected_div(action_3, next_obs_13) (-285.9)"
138,55200000,-214.04,1364.30,823.41,4140.05,4144.03,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (4140.1)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3615.9)","gate(next_obs_8, cos(protected_div(next_obs_13, obs_5)), min(next_obs_12, next_obs_14)) (2780.1)","equal_to(tan(add(next_obs_6, action_0)), div_by_100(is_negative(next_obs_15))) (168.2)","gate(next_obs_8, is_negative(protected_div(next_obs_3, next_obs_4)), action_0) (1897.0)","gate(next_obs_8, equal_to(div_by_10(next_obs_5), is_negative(obs_15)), cos(obs_15)) (2502.5)","max(gate(min(obs_8, obs_1), pass_smaller(obs_5, obs_5), gate(next_obs_16, next_obs_9, next_obs_8)), cos(subtract(next_obs_15, obs_11))) (-306.5)","gate(gate(cos(next_obs_16), obs_4, min(obs_10, action_0)), cos(obs_16), gate(next_obs_8, next_obs_8, div_by_100(action_1))) (2481.3)","equal_to(tan(pass_smaller(obs_11, next_obs_11)), div_by_100(action_5)) (53.7)","add(min(next_obs_10, max(next_obs_11, next_obs_11)), protected_div(pass_greater(obs_1, next_obs_0), action_3)) (893.2)","gate(next_obs_8, cos(square(obs_15)), min(next_obs_8, next_obs_14)) (-76.4)","gate(gate(sin(obs_0), obs_0, obs_4), cos(obs_15), action_3) (10.0)","equal_to(tan(add(next_obs_11, action_2)), next_obs_10) (-313.1)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(obs_4))) (999.8)","gate(next_obs_8, cos(obs_16), add(pass_smaller(next_obs_3, next_obs_9), div_by_10(obs_12))) (-109.6)","gate(obs_2, cos(protected_div(obs_11, obs_0)), min(next_obs_12, next_obs_14)) (-339.8)","gate(div_by_100(max(next_obs_12, obs_11)), cos(obs_16), obs_15) (-6.9)","gate(next_obs_8, cos(obs_16), gate(next_obs_8, is_negative(obs_11), div_by_100(obs_9))) (1062.9)","gate(next_obs_8, square(obs_11), next_obs_0) (-436.9)","equal_to(pass_smaller(add(action_2, obs_14), add(action_1, next_obs_6)), obs_9) (3548.1)","sin(div_by_100(pass_smaller(obs_11, obs_0))) (-573.0)","subtract(gate(obs_8, cos(next_obs_0), max(obs_14, obs_2)), max(next_obs_6, div_by_10(obs_3))) (-197.9)","protected_div(obs_12, add(square(next_obs_0), tan(obs_6))) (-455.1)","max(pass_greater(obs_7, obs_10), tan(obs_1)) (-419.5)","min(obs_12, pass_greater(max(obs_13, action_2), min(action_0, next_obs_3))) (-332.7)"
139,55600000,-160.10,1362.36,715.31,3950.83,4144.03,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (3806.4)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3934.5)","equal_to(pass_smaller(add(action_2, obs_14), add(action_1, next_obs_6)), obs_9) (3950.8)","gate(next_obs_8, cos(protected_div(next_obs_13, obs_5)), min(next_obs_12, next_obs_14)) (-194.8)","gate(next_obs_8, cos(protected_div(next_obs_8, obs_5)), min(cos(next_obs_10), pass_greater(next_obs_7, next_obs_16))) (1320.8)","gate(obs_11, cos(min(action_5, obs_1)), next_obs_0) (1183.9)","equal_to(pass_smaller(add(action_5, next_obs_12), add(obs_6, next_obs_13)), multiply(next_obs_13, sin(obs_9))) (225.5)","gate(equal_to(next_obs_5, action_0), obs_15, min(next_obs_12, next_obs_14)) (-72.4)","gate(next_obs_8, cos(pass_smaller(next_obs_16, obs_0)), gate(next_obs_15, next_obs_8, next_obs_0)) (-347.6)","equal_to(pass_smaller(add(obs_16, obs_15), tan(action_4)), obs_9) (-322.8)","equal_to(pass_smaller(add(obs_13, obs_4), next_obs_15), min(add(obs_6, next_obs_11), next_obs_16)) (3623.3)","equal_to(pass_smaller(gate(next_obs_9, obs_14, obs_0), max(next_obs_0, action_5)), obs_9) (-377.9)","equal_to(pass_smaller(add(obs_10, obs_15), add(obs_6, obs_5)), next_obs_0) (-434.4)","equal_to(pass_smaller(add(action_3, obs_2), add(obs_5, next_obs_5)), obs_9) (960.5)","gate(next_obs_8, cos(protected_div(next_obs_4, action_5)), obs_15) (-350.5)","gate(next_obs_8, cos(obs_16), gate(div_by_10(next_obs_9), next_obs_8, is_negative(next_obs_8))) (361.5)","gate(next_obs_8, cos(protected_div(obs_5, obs_3)), pass_smaller(next_obs_5, square(next_obs_10))) (29.4)","gate(next_obs_8, cos(protected_div(next_obs_9, obs_11)), min(next_obs_12, next_obs_14)) (1799.5)","gate(next_obs_8, cos(protected_div(obs_14, obs_15)), min(cos(next_obs_9), next_obs_14)) (-465.9)","gate(next_obs_8, cos(square(action_1)), div_by_100(action_5)) (-652.7)","max(tan(subtract(0.356, obs_6)), cos(div_by_10(next_obs_7))) (-304.2)","add(tan(square(next_obs_2)), add(next_obs_7, pass_smaller(obs_10, next_obs_1))) (235.5)","min(is_negative(min(next_obs_14, obs_6)), min(obs_14, sin(next_obs_10))) (-96.0)","is_negative(subtract(subtract(next_obs_14, obs_10), div_by_10(obs_10))) (-441.6)","pass_smaller(div_by_100(protected_div(next_obs_12, next_obs_10)), div_by_10(is_negative(obs_16))) (511.9)"
140,56000000,-120.12,1355.00,845.17,4348.61,4424.42,1000000,"equal_to(pass_smaller(add(action_2, obs_14), add(action_1, next_obs_6)), obs_9) (3927.6)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (4348.6)","gate(next_obs_8, cos(obs_15), next_obs_0) (4219.9)","equal_to(pass_smaller(add(obs_13, obs_4), next_obs_15), min(add(obs_6, next_obs_11), next_obs_16)) (926.1)","gate(next_obs_8, cos(obs_16), add(div_by_100(next_obs_0), sin(next_obs_5))) (2014.9)","gate(next_obs_8, cos(obs_16), gate(pass_smaller(obs_7, obs_8), next_obs_8, div_by_100(next_obs_16))) (877.0)","equal_to(pass_smaller(add(obs_7, next_obs_4), next_obs_15), min(add(obs_2, obs_15), next_obs_6)) (-334.9)","equal_to(pass_smaller(pass_smaller(obs_15, next_obs_6), next_obs_15), min(add(next_obs_11, obs_5), next_obs_16)) (360.4)","gate(next_obs_8, cos(obs_15), min(equal_to(next_obs_2, next_obs_3), min(obs_14, obs_7))) (-254.8)","equal_to(pass_smaller(add(action_3, obs_14), next_obs_15), min(add(next_obs_0, next_obs_6), next_obs_8)) (1060.9)","equal_to(pass_smaller(action_1, next_obs_15), min(add(obs_11, obs_12), next_obs_16)) (-507.5)","equal_to(pass_smaller(add(obs_13, next_obs_0), next_obs_15), min(add(obs_8, obs_2), next_obs_16)) (918.4)","gate(cos(sin(next_obs_16)), cos(obs_15), next_obs_0) (-185.9)","gate(next_obs_8, cos(protected_div(obs_8, action_5)), gate(next_obs_15, next_obs_8, div_by_100(obs_13))) (515.7)","equal_to(div_by_100(cos(obs_10)), protected_div(next_obs_4, next_obs_16)) (432.8)","equal_to(pass_smaller(add(obs_6, obs_3), sin(action_3)), obs_9) (3635.7)","equal_to(pass_smaller(add(next_obs_10, obs_0), add(obs_1, obs_16)), obs_9) (-287.9)","gate(next_obs_8, cos(obs_16), gate(cos(-0.841), tan(next_obs_7), next_obs_11)) (744.6)","gate(next_obs_8, cos(obs_8), next_obs_8) (258.2)","gate(cos(div_by_100(obs_11)), cos(obs_16), gate(obs_1, next_obs_8, div_by_100(obs_6))) (-157.6)","gate(max(subtract(next_obs_5, next_obs_16), square(next_obs_16)), protected_div(multiply(action_1, next_obs_0), square(next_obs_3)), multiply(next_obs_14, div_by_100(next_obs_2))) (-576.1)","max(next_obs_8, min(pass_greater(next_obs_0, next_obs_10), obs_2)) (-174.3)","pass_greater(sin(div_by_10(action_0)), sin(sin(next_obs_13))) (-465.2)",square(div_by_100(is_negative(obs_1))) (-241.9),"equal_to(max(obs_10, action_1), tan(div_by_10(action_5))) (74.6)"
141,56400000,-333.84,1373.30,619.04,4548.30,4424.42,1000000,"gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (4125.1)","gate(next_obs_8, cos(obs_15), next_obs_0) (4548.3)","equal_to(pass_smaller(add(action_2, obs_14), add(action_1, next_obs_6)), obs_9) (4068.6)","equal_to(pass_smaller(add(obs_6, obs_3), sin(action_3)), obs_9) (1726.8)","equal_to(pass_smaller(add(next_obs_1, action_1), add(action_2, obs_3)), min(multiply(obs_9, obs_1), cos(next_obs_16))) (1168.3)","gate(next_obs_8, cos(cos(obs_0)), next_obs_0) (-51.5)","subtract(cos(tan(next_obs_12)), multiply(min(next_obs_9, obs_9), protected_div(action_5, obs_9))) (-399.7)","equal_to(pass_smaller(add(obs_3, next_obs_11), is_negative(obs_3)), obs_9) (361.5)","equal_to(pass_smaller(add(obs_6, obs_4), equal_to(next_obs_13, action_0)), obs_9) (295.9)","equal_to(tan(max(next_obs_12, next_obs_16)), obs_15) (-175.2)","equal_to(multiply(square(obs_2), add(next_obs_10, next_obs_4)), obs_9) (501.1)","gate(obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, add(next_obs_15, obs_12))) (305.8)","gate(next_obs_8, cos(protected_div(obs_14, next_obs_1)), next_obs_0) (2687.5)","min(gate(min(next_obs_14, next_obs_1), obs_1, action_3), gate(pass_smaller(next_obs_11, next_obs_16), next_obs_5, pass_greater(next_obs_16, next_obs_16))) (-456.1)","gate(next_obs_8, cos(pass_smaller(next_obs_2, obs_5)), gate(next_obs_15, next_obs_8, div_by_100(obs_13))) (-322.4)","equal_to(pass_smaller(add(obs_2, next_obs_13), add(obs_2, obs_10)), obs_9) (-254.3)",div_by_10(div_by_10(div_by_100(action_2))) (-17.6),"equal_to(pass_smaller(add(next_obs_14, next_obs_6), add(obs_14, next_obs_12)), obs_9) (-41.7)","equal_to(pass_smaller(add(next_obs_9, action_4), pass_smaller(obs_10, obs_2)), next_obs_16) (-261.0)","gate(cos(subtract(next_obs_15, action_4)), cos(next_obs_8), next_obs_0) (-189.4)",div_by_10(next_obs_10) (-235.9),"protected_div(obs_13, div_by_10(action_2)) (-885.3)","square(min(equal_to(next_obs_14, next_obs_7), protected_div(next_obs_8, obs_4))) (643.1)","add(equal_to(obs_1, next_obs_2), cos(sin(obs_2))) (-463.9)","sin(sin(add(next_obs_9, obs_3))) (-1201.8)"
142,56800000,-247.35,1360.86,449.10,4228.69,4424.42,1000000,"gate(next_obs_8, cos(obs_15), next_obs_0) (4228.7)","gate(next_obs_8, cos(obs_16), gate(next_obs_15, next_obs_8, div_by_100(action_5))) (3473.6)","equal_to(pass_smaller(add(action_2, obs_14), add(action_1, next_obs_6)), obs_9) (3099.7)","gate(next_obs_8, cos(protected_div(obs_14, next_obs_1)), next_obs_0) (-254.8)","gate(pass_greater(gate(obs_8, next_obs_10, obs_3), next_obs_3), cos(obs_15), add(next_obs_10, next_obs_4)) (165.5)","gate(add(gate(obs_3, next_obs_5, obs_3), max(obs_2, action_3)), cos(obs_15), next_obs_0) (-393.1)","gate(action_1, cos(protected_div(obs_6, obs_10)), next_obs_0) (1303.7)","gate(multiply(gate(action_3, obs_6, next_obs_1), add(action_4, obs_15)), cos(obs_15), next_obs_0) (180.2)","gate(obs_6, max(protected_div(obs_4, obs_10), equal_to(next_obs_12, next_obs_4)), next_obs_0) (-300.6)","gate(next_obs_8, cos(obs_16), gate(obs_9, next_obs_8, subtract(obs_12, next_obs_7))) (17.2)","equal_to(tan(div_by_10(next_obs_11)), obs_9) (343.9)","gate(next_obs_8, cos(multiply(next_obs_1, obs_11)), next_obs_0) (2.8)","gate(next_obs_8, cos(obs_15), cos(tan(next_obs_16))) (339.2)",div_by_100(square(is_negative(obs_0))) (242.0),"gate(next_obs_8, cos(obs_16), gate(sin(next_obs_2), next_obs_8, div_by_100(next_obs_16))) (-288.6)","equal_to(pass_smaller(add(next_obs_3, next_obs_4), add(obs_11, action_2)), obs_9) (-243.0)","gate(next_obs_8, cos(protected_div(action_0, action_5)), next_obs_0) (-609.6)","multiply(obs_7, -0.015) (-182.9)","gate(next_obs_8, cos(protected_div(obs_0, next_obs_4)), obs_9) (-172.7)","gate(next_obs_8, pass_greater(gate(obs_7, next_obs_9, obs_6), next_obs_0), next_obs_0) (-118.8)","div_by_10(min(next_obs_14, div_by_100(obs_14))) (-405.4)","subtract(add(equal_to(obs_12, obs_3), action_3), obs_7) (-299.5)","gate(cos(protected_div(next_obs_16, next_obs_6)), sin(obs_13), next_obs_11) (250.5)",cos(div_by_10(next_obs_5)) (1311.7),"square(pass_smaller(max(next_obs_3, obs_1), obs_16)) (-462.1)"
